Year,Sector Economico,Codigo de Producto,Producto,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,TOTAL
2021,Total PRODUCTOS NO TRADICIONALES,804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",87818398.79,75949512.16,47125214.63,13179920.52,3708739.218,502420.122,99512.959,167705.85,658142.47,2782405.11,19263887.11,6.80366e+007,319292457.4
2021,Total PRODUCTOS NO TRADICIONALES,2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",24653293.84,19887463.83,22798548.85,20868720.66,16457978.14,20017540.82,28735894.84,30639673.5,24911917.27,22878803.9,34963642.84,3.69713e+007,303784731
2021,Total PRODUCTOS NO TRADICIONALES,7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",21151770.44,25863887.88,22700198.35,30689438.44,20519403.54,17968879.4,28760906.43,16131542.61,24104254.86,31467254.13,14536050.39,2.54879e+007,279381513.3
2021,Total PRODUCTOS NO TRADICIONALES,2309909000,DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES,9578351.7,10072717.34,16361403.367,16896537.23,16695908.61,17564610.3,17741763.81,15783801.02,19224315.96,16020543.65,16527426.59,1.5765e+007,188232402.6
2021,Total PRODUCTOS NO TRADICIONALES,6109100031,"T-SHIRTDE ALGODON P`HOMB.O MUJ.,D`TEJ.TEÑIDO D`UN SOLO COLOR UNIF.INCL.BLANQLEADOS",12707872.9,16904815.77,14423618.14,9726110.177,11918996.01,13343198.08,14913608.66,13866253.74,10894277.08,19128142.33,18807225.73,2.01468e+007,176780923.8
2021,Total PRODUCTOS NO TRADICIONALES,6109100039,"LOS DEMAS T-SHIRTS DE ALGODON, PARA HOMBRES O MUJERES",10579398.65,10342180.99,12503766.519,10700622.16,13158649.43,12657190.25,13396902.07,14752742.47,15254201.51,14398854.79,14142192.34,1.99771e+007,161863820.5
2021,Total PRODUCTOS NO TRADICIONALES,1605540000,"PREPARACIONES O CONSERVAS DE JIBIAS, GLOBITOS, CALAMARES Y POTAS",10215744.41,15426143.95,15363573.862,16429473.64,14837140.21,21463197.68,15474359.5,13040554.17,13975432.2,9473953.547,4664847.42,7.39632e+006,157760736.2
2021,Total PRODUCTOS NO TRADICIONALES,1801001900,"CACAO EN GRANO, ENTERO O PARTIDO, CRUDO",10533641.55,10754736.17,8228321.909,7283697.949,7592887.998,10413089.81,13290879.38,13158990.33,20895440.6,23303623.36,12081458.68,1.34405e+007,150977224.8
2021,Total PRODUCTOS NO TRADICIONALES,803901100,BANANAS FRESCAS TIPO CAVENDISH VALERY,14127785.57,12063544.27,12329033.51,13256969.81,13147277.43,11795280.49,11002840.7,11657474.47,11074548.9,11348067.18,10478972.05,1.07545e+007,143036275.8
2021,Total PRODUCTOS NO TRADICIONALES,7214200000,"BARRA DE HIERRO O ACERO SIN ALEAR CON MUESCAS, CORDONES, SURCOS O RELIEVES",4464634.78,8137454.09,6930380.28,4903533.76,7024591.762,6365218.68,19797549.76,18455778.01,10880489.5,9399138.08,19945468.48,1.69059e+007,133210124.6
2021,Total PRODUCTOS NO TRADICIONALES,811909100,"MANGO, SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",14506246.31,30034695.76,28506402.233,19472113.96,9332949.389,4468879.604,1814352.985,1138418.644,908689.38,1706519.541,5351989.771,1.1029e+007,128270244.6
2021,Total PRODUCTOS TRADICIONALES,2710200090,DEMÁS ACEITES PETROLEO O MINERAL BITUMINOSO Y PREPARAC. NO COMPRENDIDAS EN OTRA PARTE,0,0,0,0,23.61,0,0,0,0,0,0,0,23.61
2021,Total PRODUCTOS NO TRADICIONALES,811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDOS EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",5891995.982,4671638.612,3422124.16,3427336.006,8196917.942,12582287.12,12266785.44,12037490.53,14717460.31,16094805.96,13267098.03,1.07237e+007,117299645.2
2021,Total PRODUCTOS NO TRADICIONALES,7106912000,PLATA EN BRUTO ALEADA,7870380.56,8978149.3,10800389.68,12258371.2,9422653.6,12896675.08,8715615.3,86205.9,8024095.51,4844530.752,17751954.62,1.33076e+007,114956652.9
2021,Total PRODUCTOS NO TRADICIONALES,2817001000,OXIDO DE CINC (BLANCO O FLOR DE CINC),7663149.224,8559304.153,8885850.167,8890031.03,10570774.35,6896132.04,11079819.15,6709908.94,11007217.53,10856941.88,7985584.8,1.27904e+007,111895118.3
2021,Total PRODUCTOS NO TRADICIONALES,1008509000,"QUINUA, EXCEPTO PARA LA SIEMBRA",5811162.738,8627452.912,7599696.425,8497677.492,8361898.753,7741131.384,9379446.271,9586946.115,11625765.41,9490422.524,7605581.246,1.1672e+007,105999225.6
2021,Total PRODUCTOS NO TRADICIONALES,2005999000,LAS DEMAS HORTALIZAS PREPARADAS O CONSERVADAS SIN CONGELAR,5736009.97,5916334.265,5671024.698,6625455.259,7394823.921,7405623.733,7213114.355,9297877.067,14454830.37,11982322.89,8457883.751,1.16281e+007,101783422.8
2021,Total PRODUCTOS NO TRADICIONALES,2005991000,"ALCACHOFAS (ALCAUCILES) PREPARADAS O CONSERVADAS, SIN CONGELAR",4089574.995,6216274.976,5019010.264,7825984.62,6399796.239,5279077.651,5239123.47,6453395.989,11571468.6,14616919.04,13282760.09,1.57434e+007,101736811.4
2021,Total PRODUCTOS NO TRADICIONALES,703100000,"CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS",11739911.96,9676137.76,3059028.79,1185765.96,877868.76,1560814.17,5035037.55,10708322.71,15412536.5,15672798.56,12490992.57,1.34222e+007,100841456.5
2021,Total PRODUCTOS NO TRADICIONALES,2005600000,"ESPARRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR",7188037.754,7599285.258,7473145.186,10987872.02,8754805.421,6134268.221,8685143.605,6352397.46,7406624.779,7487287.852,6323277.124,1.51297e+007,99521830.65
2021,Total PRODUCTOS NO TRADICIONALES,306171100,"LANGOSTINOS ENTEROS, EXCEPTO DE AGUA FRIA, CONGELADOS",5150565.727,6073130.609,6808837.204,11034783.2,9445576.155,7221518.93,7251815.31,7569644.443,9215204.865,8451676.271,6477091.709,1.05946e+007,95294396.44
2021,Total PRODUCTOS NO TRADICIONALES,7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS",7784420.24,4545368.787,6099177.48,5658725.746,10811762.15,8423032.13,9212959.78,7506153.471,8310365.34,6989524.46,9297737.13,9.51726e+006,94156484.01
2021,Total PRODUCTOS NO TRADICIONALES,307221000,"VIEIRAS (CONCHAS DE ABANICO), CONGELADOS",5998879.063,9628283.925,6493804.199,7835713.13,8788271.103,8505070.01,6509417.775,6701721.744,6663576.815,7388107.732,7441218.972,1.14403e+007,93394353.86
2021,Total PRODUCTOS NO TRADICIONALES,1511100000,ACEITE DE PALMA EN BRUTO,8396638.56,6460679.92,3000004,0,4890125,5582108.86,4510220.7,3292829.01,6070526.42,8214476.21,18188438.1,1.82884e+007,86894426.78
2021,Total PRODUCTOS NO TRADICIONALES,6907220000,"PLACAS Y BALDOSAS, P´PAVIMENTACIÓN O REVESTIMIENTO, 0,5%<COEF ABSORC AGUA<= 10% PESO",7459239.319,6784857.61,6854467.12,7823931.84,7331917.45,6198212.76,6278812.54,6710790.21,7121103.51,7685601.81,6178004.35,8.23055e+006,84657485.83
2021,Total PRODUCTOS NO TRADICIONALES,910110000,JENGIBRE SIN TRITURAR NI PULVERIZAR,6539517.386,11265782.98,6545524.947,2263086.354,1952392.505,4570399.237,7370100.336,6621630.215,7234321.793,9923650.141,10057654.37,9.52098e+006,83865036.5
2021,Total PRODUCTOS NO TRADICIONALES,2001909000,"DEMAS HORTALIZAS,FRUTAS Y DEMAS PART. COMEST. DE PLANTAS,PREP. O CONSERV.EN VINAGRE",3949209.979,5342465.204,5575224.381,6885965.442,7771307.645,5549252.893,5727732.583,5226528.07,9564262.222,9291626.495,7381759.503,1.15451e+007,83810405.73
2021,Total PRODUCTOS NO TRADICIONALES,6109909000,T-SHIRTS Y CAMISETAS INTERIORES DE PUNTO DE LAS DEMAS MATERIAS TEXTILES,4084899.272,5935679.793,6620306.019,5961076.182,6515812.067,9310663.936,7254043.488,7996989.307,7570367.036,7167418.949,8356956.368,6.49733e+006,83271542.9
2021,Total PRODUCTOS NO TRADICIONALES,306171300,"COLAS C/CAPARAZON LANGOSTINOS, S/COCER EN AGUA O VAPOR, CONGELADOS",5578030.364,5664058.76,6779102.184,7650643.482,9454651.042,8081760.776,5859634.47,5764596.096,7743013.422,4897973.102,7438156.173,8.04776e+006,82959375.84
2021,Total PRODUCTOS NO TRADICIONALES,810909000,"GROSELLAS, INCLUIDO EL CASIS, FRESCAS",2245287.803,9898601.943,27552846.262,27856947.41,11892320.05,869314.905,58804.881,9781.355,5080.414,65553.554,3954.259,110200,80568692.94
2021,Total PRODUCTOS NO TRADICIONALES,904211090,"PAPRIKA (EXCEP. EN TROZOS O RODAJAS), SECOS, SIN TRITURAR NI PULVERIZAR",3049233.129,9301859.615,6951868.655,5883774.125,7242200.04,6278825.179,8761786.604,6561029.021,6099933.57,6908032.191,4933983.96,7.94769e+006,79920216.89
2021,Total PRODUCTOS NO TRADICIONALES,304890000,LOS DEMAS FILETE CONGELADOS DE LOS DEMAS PESCADOS,9275510.091,14740515.77,9934863.63,7813852.007,8399126.49,5004225.246,3186917.529,1544264.669,993714.37,2843202.65,5212809.72,9.99491e+006,78943907.99
2021,Total PRODUCTOS NO TRADICIONALES,3920100000,"LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS DE POLIMEROS DE ETILENO",4759561.116,5426564.892,6178477.501,6597002.3,6825125.738,7429931.37,5719561.246,6016367.262,6515500.142,7393631.546,8505606.144,6.38482e+006,77752145.86
2021,Total PRODUCTOS NO TRADICIONALES,2807001000,ACIDO SULFURICO,2986026.18,6719855,5762729.16,4806272.47,5264719.65,2931627.57,3731514.77,5629837.1,12503682.58,10460953.73,6215295.633,7.93569e+006,74948205.59
2021,Total PRODUCTOS NO TRADICIONALES,5105391000,"PELO FINO DE ALPACA O DE LLAMA, CARDADO O PEINDAO",5605955.541,4358070.828,5573864.96,5726311.34,4740039.114,5110235.612,6638572.01,5601570.872,7180786.19,8151103.672,7524915.01,7.61245e+006,73823872.98
2021,Total PRODUCTOS NO TRADICIONALES,3920620000,"LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS DE POLITEREFTALATO DE ETILENO",5753525.758,4439595.504,5381680.55,7463888.73,7392687.732,4290110.429,7895067.851,5186519.605,6507782.431,5437709.586,4185520.95,9.30218e+006,73236270.68
2021,Total PRODUCTOS NO TRADICIONALES,7407100000,BARRAS Y PERFILES DE COBRE REFINADO,4157314.36,3866926.809,4616917.048,5033203.043,6342345.56,6251147.08,5524945.874,7658210.744,7289021.125,6550002.833,7475180.305,7.25387e+006,72019086.24
2021,Total PRODUCTOS NO TRADICIONALES,303910000,"HIGADOS, HUEVAS Y LECHAS, COMESTIBLES DE PESCADO, CONGELADOS",7007352.444,6337566.88,10236341.87,8567320.17,6454630.12,5696237.321,3632956.71,2388076.1,2544092.83,1053364,4394764.673,1.31598e+007,71472516.67
2021,Total PRODUCTOS NO TRADICIONALES,306171200,"COLAS SIN CAPARAZON DE LANGOSTINOS, CONGELADOS",4643744.299,4974686.661,4170000.597,6422486.384,6623228.952,5090215.198,4744328.088,6305280.179,5099874.583,7618662.956,4699506.495,8.60574e+006,68997754.02
2021,Total PRODUCTOS NO TRADICIONALES,1905310000,GALLETAS DULCES (CON ADICIÓN DE EDULCORANTE),5652858.147,5984704.571,5073164.362,6103246.644,6195408.812,5076669.607,5319093.015,5867965.93,6392348.221,5800317.011,5789392.393,5.73033e+006,68985503.65
2021,Total PRODUCTOS NO TRADICIONALES,811109000,"FRESAS (FRUTILLAS) SIN ADICION DE AZUCAR U OTRO EDULCORANTE, CONGELADOS",7381161.14,3536695.089,1739691.074,1323880.049,1062255.006,882745.07,1531289.49,1695493.6,6168785.51,16139187.92,10293885.63,1.15616e+007,63316645.29
2021,Total PRODUCTOS NO TRADICIONALES,7409190000,"LAS DEMAS CHAPAS Y TIRAS DE COBRE REFINADO,DE ESPESOR SUP. A 0,15 MM",2688495.907,2608109.368,4243824.734,5686533.528,4187585.617,6531666.734,6836769.329,5740180.181,5040687.8,5735142.017,8054980.188,5.54633e+006,62900303.43
2021,Total PRODUCTOS TRADICIONALES,4102210000,"CUEROS Y PIELES EN BRUTO, DE OVINO S/LANA (DEPILADA) PIQUELADOS",63924,0,0,0,62291,0,0,75715.5,0,0,77013,0,278943.5
2021,Total PRODUCTOS TRADICIONALES,7401002000,COBRE DE CEMENTACION (COBRE PRECIPITADO),1127628.05,1528830.04,1284648.13,1278902.02,2575594.6,671225.53,1078815.58,1697626.5,1361808.69,1652301.17,1012675.02,0,15270055.33
2021,Total PRODUCTOS TRADICIONALES,2608000010,CONCENTRADOS DE CINC DE BAJA LEY,640796.2,699782.94,178088.39,553305.56,132212.99,849844.12,0.01,0,0.01,0,0,0,3054030.22
2021,Total PRODUCTOS TRADICIONALES,5201001000,"ALGODÓN S/CARDAR NI PEINAR, DE LONGITUD DE FIBRA SUPERIOR  A 3492 MM (1 3/8 PULGADA)",16436.76,148757.38,384359.04,0,334380.69,0,0,0,0,0,0,0,883933.87
2021,Total PRODUCTOS TRADICIONALES,2710193500,ACEITES BASE PARA LUBRICANTES,53148.45,1110.12,0,0,6895.2,79694.36,33876.22,30353.4,18066.34,0,18477,0,241621.09
2021,Total PRODUCTOS TRADICIONALES,1701910000,"AZUCAR DE CAÑA O REMOLACHA Y SACAROSA REFINADOS, C/ADICION AROMATIZANTE O COLORANTE",13638.329,0,12,0,40,10,0,0,80,0,0,100,13880.329
2021,Total PRODUCTOS TRADICIONALES,5102191000,"PELO FINO DE ALPACA O DE LLAMA, SIN CARDAR NI PEINAR",355547.94,0,310692.62,322904.24,389682.26,129711.202,518062.76,520578.8,506382.77,413211.04,25844.41,440292,3932910.165
2021,Total PRODUCTOS TRADICIONALES,2603000000,MINERALES DE COBRE Y SUS CONCENTRADOS,1172651918,1377537601,1385056007.45,1379968777,1698450055,1477559717,1399483951,1622976750,1609863165,1541386815,1885124753,1.70305e+009,18253114391
2021,Total PRODUCTOS TRADICIONALES,7108120000,ORO EN LAS DEMAS FORMAS EN BRUTO,620965235.1,514891967.2,596482592.705,640552421.1,628634451.1,719276794.4,681351671.4,652298962.6,706171356.8,658413218.9,691845641.9,6.67883e+008,7778767382
2021,Total PRODUCTOS TRADICIONALES,7403110000,CATODOS Y SECCIONES DE CATODOS DE COBRE REFINADO,102352737.5,159979734,179200442.4,202898357.3,109715644.3,143199660.4,212809644.8,273318866.3,174495298.8,235286236.2,259790042.7,2.83141e+008,2336187970
2021,Total PRODUCTOS TRADICIONALES,2601110000,"MINERALES DE HIERRO Y SUS CONCENTRADOS, SIN AGLOMERAR",236175152.7,187013887.2,201415177.19,169910941.5,241106961.1,237568385.5,124321362,243055227.9,123887226.4,188751774.2,143910655.3,1.57173e+008,2254289409
2021,Total PRODUCTOS TRADICIONALES,2608000090,MINERALES DE CINC Y SUS DEMAS CONCENTRADOS,134546923.7,163476538.8,182784043.22,158471836.5,183393756.4,183299166.7,155151427.2,233591167.8,145872827.8,135491537.3,241260589,2.63737e+008,2181076407
2021,Total PRODUCTOS TRADICIONALES,2301201100,"HARINA D`PESCADO S/DESGRASAR,IMPROPIO P`LA ALIMENT. HUMANA,C/CONT.DE GRASA>2% EN PESO",173187512.8,228134860.1,185748846.635,174566035.2,98937421.76,182468659.4,196471192.6,246555324,135410322.4,103490613.4,9869143.936,7.11452e+007,1805985136
2021,Total PRODUCTOS TRADICIONALES,2607000000,MINERALES DE PLOMO Y SUS CONCENTRADOS.,87052737.77,92511336.24,71151469.44,103133646.6,141503320.4,65823899.45,146150233.4,115257115.6,92211223.44,71755882.22,166669295.2,1.23891e+008,1277110860
2021,Total PRODUCTOS TRADICIONALES,2613900000,"MINERALES DE MOLIBDENO Y SUS CONCENTRADOS, SIN TOSTAR",45843764.78,45621075.97,85268527.3,58864409.34,58802643.88,91582519.77,94864887.63,110465435.1,123907444.1,81847644.07,96290021.28,1.54231e+008,1047588941
2021,Total PRODUCTOS TRADICIONALES,8001100000,"ESTAÑO EN BRUTO, SIN ALEAR",62725396.74,52828559.93,51484134.18,57785586.16,32438411.27,50690911,66731933.12,106745943.8,92301219.47,120528254.4,64842937.33,1.26519e+008,885622177.8
2021,Total PRODUCTOS TRADICIONALES,2710121900,"LAS DEMAS GASOLINAS SIN TETRAETILO DE PLOMO, EXCEPTO PARA MOTORES DE AVIACIÓN O AUTOS",70555717.58,39931779.69,61024610.09,39032602.86,60796772.45,90440801.68,72446435.33,69681839.59,74094980.87,83252758.65,80935116.9,9.95777e+007,841771118.9
2021,Total PRODUCTOS TRADICIONALES,901119000,"DEMAS CAFES SIN DESCAFEINAR, SIN TOSTAR",31250914.26,13046227.53,8774109.007,7837432.61,11112198.04,28716520.06,55248673.6,67667696.77,126753079.1,135632321.9,134276841.8,1.44839e+008,765155017.4
2021,Total PRODUCTOS TRADICIONALES,2616100000,MINERALES DE PLATA Y SUS CONCENTRADOS,52285873.1,38668960.45,94391802.22,68594041.86,112625321.9,60830578.89,71471413.21,42217957.52,67694876.08,50969807.23,39736261.8,4.30202e+007,742507125.8
2021,Total PRODUCTOS TRADICIONALES,7901110000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR  O IGUAL AL  99,99%  EN PESO",33031388.27,35918059.52,42476808.53,35313372.72,43974879.88,42241279.99,39361465.7,42936608.04,47945629.64,38869887.6,47181903.45,5.19241e+007,501175367.5
2021,Total PRODUCTOS TRADICIONALES,2710192210,LOS DEMAS ACEITES PESADOS: FUELOILS ( FUEL ) : RESIDUAL 6,19871697.05,21602069.55,25088592.27,25274927.72,25603990.51,50741623.42,58773768.89,26604033.37,53622110.56,62178949.48,29756033.14,4.23655e+007,441483343.1
2021,Total PRODUCTOS TRADICIONALES,1504201000,GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES EXC. ACEITE DE HIGADO EN BRUTO,12319976,93985244.3,43722527.4,27267772.75,19157586.52,14880085.11,67823220.04,60112249.12,15672851.01,16305150.95,6187386.43,8.87995e+006,386314000.7
2021,Total PRODUCTOS TRADICIONALES,2709000000,ACEITES CRUDOS DE PETROLEO O DE MINERAL BITUMINOSO,22382103.93,3765208.94,5033645.92,36050684.81,24019241.36,0,40,11567756.95,58303549.86,57707452.61,49949650.5,2.08781e+007,289657468.3
2021,Total PRODUCTOS TRADICIONALES,2710191510,CARBURORREACTOTES TIPO QUEROSENO PARA REACTORES Y TURBINAS PARA EMPRESAS DE AVIACION,10195823.72,7765845.212,8309579.85,7362226.4,8715585.17,11268057.63,15549598.59,16179767.03,15873561.13,17487206.93,22236266.23,2.06569e+007,161600416.1
2021,Total PRODUCTOS TRADICIONALES,1504209000,"GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES, REFINADOS EXC. ACEITES DE HIGADO",13001964.28,11470229.97,13311505.34,10075445.97,13233131.67,8861383.44,14921993.14,6751071.18,21157192.67,8202136.94,14334740.84,7.64195e+006,142962744
2021,Total PRODUCTOS TRADICIONALES,7106911000,PLATA EN BRUTO SIN ALEAR,9539442.03,6444504.84,10997623.46,7306049.27,12140175.16,10977475.33,11512509.73,9462458.79,10395072.99,8509710.2,8382532.06,1.1361e+007,117028535.3
2021,Total PRODUCTOS TRADICIONALES,2710192119,DIESEL 2 CON UN CONTENIDO DE AZUFRE MAYOR A 50 PPM,4654544.052,6221019.582,5799729.607,7073320.208,6056042.94,8335502.148,5968976.775,10730933.12,7768269.061,8922424.048,15799015.26,1.07228e+007,98052615
2021,Total PRODUCTOS TRADICIONALES,2616901000,MINERALES DE ORO Y SUS CONCENTRADOS,924678.11,5387041.43,12773589.42,12542641.89,14341005.42,9150625.3,7732427,23983629.48,6009179.55,1372732.7,323163,2.80077e+006,97341485.52
2021,Total PRODUCTOS TRADICIONALES,7404000000,"DESPERDICIOS Y DESECHOS, DE COBRE.",2590956.611,2248422.315,2942330.109,3856226.15,6593749.812,6446154.301,5002262.99,4155445.52,5223577.07,7085678.433,7290538.269,5.92242e+006,59357761.15
2021,Total PRODUCTOS TRADICIONALES,1701999000,DEMAS AZUCARES DE CAÑA O REMOLACHA REFINADOS EN ESTADO SOLIDO,5890743.27,1467439.787,1541253.91,1903533.286,1740096.303,1593244.709,2190333.818,4412292.077,13031738.98,1416264.46,1023949.136,1.24803e+007,48691201.89
2021,Total PRODUCTOS TRADICIONALES,7402003000,ANODOS DE COBRE PARA REFINADO ELECTROLITICO,2212.78,6759.46,5820.214,5212777.18,1289.06,0,9761865.526,7971212.21,0,9366418.13,10157568.74,2.79901e+006,45284930.82
2021,Total PRODUCTOS TRADICIONALES,2710121329,"GASOLINA S/TETRAETILO PLOMO PARA  AUTO, OCTANO >=84 Y <90 (EXC 7.8% ALCOHOL CARBURANT",3915985.608,2557647.672,3615848.361,2077312.287,1471897.614,1075152.593,983401.158,1474246.561,5169641.93,5536864.766,5947102.796,5.5922e+006,39417298.7
2021,Total PRODUCTOS TRADICIONALES,2710193800,OTROS ACEITES LUBRICANTES,1409549.185,1429122.731,1312394.257,2078088.1,2048531.556,1358655.944,3257217.426,2078669.152,3141388.31,1672383.621,2090313.002,2.58715e+006,24463463.26
2021,Total PRODUCTOS TRADICIONALES,1701140000,"LOS DEMÁS AZUCARES DE CAÑA, SIN ADICION DE AROMATIZANTE NI EDULCORANTE",35932,4721.06,30995.48,49103.94,53738.93,659.6,31964.9,4811716.72,22273.283,10562.06,37779.26,5.0226e+006,10112045.23
2021,Total PRODUCTOS TRADICIONALES,7801100000,PLOMO EN BRUTO REFINADO,1837412.9,1402660,452932.64,430201.68,205704.11,419859.09,233341.28,202510.14,726302.29,175123.57,485198.65,1.20813e+006,7779377.76
2021,Total PRODUCTOS TRADICIONALES,1703100000,MELAZA DE CAÑA,419539.05,534208.6,362074.03,598491,650026.19,711462,573912.568,395541.5,541071.75,350940.23,562602.421,503049,6202918.139
2021,Total PRODUCTOS TRADICIONALES,5101110000,"LANA SIN CARDAR NI PEINAR, SUCIA, INCL. LAVADA EN VIVO,ESQUILADA",416999.48,579324.5,747172.2,564423.9,291556.54,432272.37,714403.79,131649.7,776753.69,201933,139362.5,479521,5475372.37
2021,Total PRODUCTOS TRADICIONALES,2713200000,BETUN DE PETROLEO,340795.83,272983.81,227668.9,344567.89,376233.36,534585.55,309542.772,324392.44,538230.02,558822.12,503635.052,590264,4921721.434
2021,Total PRODUCTOS TRADICIONALES,4101200000,"CUEROS Y PIELES ENT, S/DIVIDIR, PESO <= 8 KG SECOS, 10 KG SALADOS Y 16 KG OTRO MODO",54000,184480,184460,374160,124420,261933.5,420094.52,345250,383447.818,512800,493443,345980,3684468.838
2021,Total PRODUCTOS TRADICIONALES,1701130000,"AZUCAR DE CAÑA SEGUN NOTA 2 DE ESTE CAP., SIN ADICION DE AROMATIZANTE NI EDULCORANTE",149947.5,530659.15,282734.264,360449.05,292226,361514.8,2293.8,47093.3,95232.5,354529.6,140261.31,153862,2770803.534
2021,Total PRODUCTOS TRADICIONALES,901111000,"CAFE SIN DESCAFEINAR, SIN TOSTAR, PARA SIEMBRA",163257.65,235613.8,0,83775.65,83775.65,242797.06,287926.93,664090.12,0,144251.25,1,429307,2334796.04
2021,Total PRODUCTOS TRADICIONALES,2710193400,GRASAS LUBRICANTES,191514.2,179142.271,194897.56,88740.42,134706.81,182740.854,176440.61,181818.528,79148.367,128029.984,221632.11,171304,1930115.519
2021,Total PRODUCTOS TRADICIONALES,901211000,"CAFE TOSTADO, SIN DESCAFEINAR, EN GRANO",32050.49,7350.6,81746.89,2785.039,8958.7,147969.2,40761.13,56436.214,162199.15,265952.475,226282.752,604554,1637046.258
2021,Total PRODUCTOS TRADICIONALES,8107200090,DEMAS CADMIO EN BRUTO; POLVO,72825.13,76103.79,91048.32,82535.13,107204.25,114603.24,156919.25,85709.23,198425.01,84205.71,180842.93,108392,1358814.42
2021,Total PRODUCTOS TRADICIONALES,5103100000,BORRAS DEL PEINADO DE LANA  O  PELO FINO,3621.92,58766.99,165773.49,33973.23,27742.04,5112.544,46042.97,328765.133,234633.94,133076.608,31030.94,196525,1265065.245
2021,Total PRODUCTOS TRADICIONALES,5102199000,"DEMAS PELOS FINOS S/CARDAR NI PEINAR(EXC.CABRA CACHEMIRA,ALPACA/LLAMA,CONEJO/LIEBRE)",77.35,87920.05,90874.19,24339,375400.46,0,4172.2,37841.99,28.2,33022.5,438010,54165.2,1145851.14
2021,Total PRODUCTOS TRADICIONALES,2711120000,"GAS PROPANO, LICUADO",22113.473,10416.17,10313.46,8613.73,267121.622,74879.994,6641.673,6925.88,0,3739.12,1139.006,7689.38,419593.508
2021,Total PRODUCTOS TRADICIONALES,901212000,"CAFE TOSTADO, SIN DESCAFEINAR, MOLIDO",6001.067,10513.034,3417.03,15704.09,442.436,451.759,93.107,6715.44,16251.34,658.13,7749.453,26020.9,94017.818
2021,Total PRODUCTOS TRADICIONALES,2610000000,MINERALES DE CROMO Y SUS CONCENTRADOS,278.49,2466.09,1797.75,523.1,4653.78,4125,5834.13,2400.35,2265,0,7592,7583,39518.69
2021,Total PRODUCTOS TRADICIONALES,901900000,LOS DEMAS CAFES; CASCARA Y CASCARILLA DE CAFE; SUCEDANEOS DEL CAFE QUE CONTENGAN CAFE,4162.01,2052.626,1786.2,123.9,905.012,75.98,5262.4,16,0,738,4007.86,13161.1,32291.088
2021,Total OTROS 1/,2710192119,DIESEL 2 CON UN CONTENIDO DE AZUFRE MAYOR A 50 PPM,157300,0,49585,779750,86125,81450,0,0,0,0,0,0,1154210
2021,Total OTROS 1/,2710192210,LOS DEMAS ACEITES PESADOS: FUELOILS ( FUEL ) : RESIDUAL 6,8931051.48,9065212.3,12558466.97,11577886.15,9007855,10924366.61,10066839.97,1327528.09,8081430,18044361.39,13613689.97,1.37242e+007,126922888.4
2021,Total OTROS 1/,2710191510,CARBURORREACTOTES TIPO QUEROSENO PARA REACTORES Y TURBINAS PARA EMPRESAS DE AVIACION,2739956.62,2740194.8,3777934.99,1699972.29,6376334.62,2963169.89,6301993.25,4090195.24,4303279.66,5429357.79,5619896.98,4.5166e+006,50558882.52
2021,Total OTROS 1/,2710193800,OTROS ACEITES LUBRICANTES,56157.59,42426.48,161463.58,200231.84,294062.52,151452.9,160348.16,242871.17,245130.33,237014.07,137982.16,201931,2131072.11
2021,Total OTROS 1/,3403990000,LAS DEMAS PREPARACIONES LUBRICANTES,1694.4,4938.6,0,1509.95,5658.523,525.03,1438.38,5589.12,0,5951.5,1525.89,4314,33145.393
2021,Total PRODUCTOS TRADICIONALES,5102200000,"PELO ORDINARIO, SIN CARDAR NI PEINAR",0,0,0,0,0,0,0,0,58000,0,0,0,58000
2021,Total OTROS 1/,9014800000,LOS DEMAS INSTRUMENTOS Y APARATOS PARA NAVEGACION,0,0,0,0,0,0,0,0,6200,0,0,0,6200
2021,Total OTROS 1/,8536509000,"LOS DEMAS INTERRUPTORES, SECCIONADORES Y COMMUTADORES",0,0,0,0,0,0,0,0,500,0,0,0,500
2021,Total PRODUCTOS TRADICIONALES,3824991000,SULFONATOS DE PETRÓLEO,0,0,0,0,0,0,0,0,16863,0,0,3088.29,19951.29
